127.0.0.1 - - [07/May/2026:13:14:42 +0700] "GET /manage/prometheus HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:14:50 +0700] "GET / HTTP/1.1" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:14:50 +0700] "GET /favicon.ico HTTP/1.1" 502 559 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:15:53 +0700] "GET / HTTP/1.1" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:16:03 +0700] "GET /favicon.ico HTTP/1.1" 502 559 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:16:33 +0700] "GET / HTTP/1.1" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:16:43 +0700] "GET /favicon.ico HTTP/1.1" 502 559 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:45:31 +0700] "GET / HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:45:50 +0700] "GET / HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:13:54:06 +0700] "GET / HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:02:06 +0700] "GET / HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:02:12 +0700] "GET /auth/login HTTP/1.1" 200 1103 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:02:12 +0700] "GET /default-ui.css HTTP/1.1" 200 3065 "http://localhost:8080/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:02:13 +0700] "GET /favicon.ico HTTP/1.1" 302 0 "http://localhost:8080/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:02:19 +0700] "GET /customer/ HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:02:22 +0700] "GET /auth/login HTTP/1.1" 200 1103 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:02:22 +0700] "GET /default-ui.css HTTP/1.1" 200 3065 "http://localhost:8080/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:02:22 +0700] "GET /favicon.ico HTTP/1.1" 302 0 "http://localhost:8080/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:03:18 +0700] "GET /auth/customer HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:03:30 +0700] "GET /management/ HTTP/1.1" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:03:30 +0700] "GET /favicon.ico HTTP/1.1" 302 0 "http://localhost:8080/management/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:03:35 +0700] "GET /management/login HTTP/1.1" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:03:35 +0700] "GET /favicon.ico HTTP/1.1" 302 0 "http://localhost:8080/management/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:17:03 +0700] "GET / HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
127.0.0.1 - - [07/May/2026:14:28:21 +0700] "POST /service/health HTTP/1.1" 401 0 "-" "PostmanRuntime/7.51.1"
127.0.0.1 - - [07/May/2026:14:28:24 +0700] "GET /service/health HTTP/1.1" 401 0 "-" "PostmanRuntime/7.51.1"
127.0.0.1 - - [07/May/2026:14:28:25 +0700] "GET /service/health HTTP/1.1" 401 0 "-" "PostmanRuntime/7.51.1"
127.0.0.1 - - [07/May/2026:14:29:14 +0700] "GET /customer/health HTTP/1.1" 401 0 "-" "PostmanRuntime/7.51.1"
127.0.0.1 - user [07/May/2026:14:30:29 +0700] "GET /customer/health HTTP/1.1" 404 106 "-" "PostmanRuntime/7.51.1"
127.0.0.1 - user [07/May/2026:14:32:20 +0700] "GET /customer/health HTTP/1.1" 200 53 "-" "PostmanRuntime/7.51.1"
127.0.0.1 - user [07/May/2026:14:32:38 +0700] "GET /auth/health HTTP/1.1" 401 0 "-" "PostmanRuntime/7.51.1"
127.0.0.1 - user [07/May/2026:14:33:52 +0700] "GET /auth/health HTTP/1.1" 200 53 "-" "PostmanRuntime/7.51.1"
